,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
540,Erik,,"Try to make my world as pleasing to me as possible. Husband, Dad, Geek, Cloud instructor, Crypto enthusiast",2021-02-04 17:45:41,2.0,15,20,False,2021-02-10 20:00:58,"if @binance @cz_binance need some messages to be ""social"" like #RDD community ! Let’s learn #rdd #Reddcoin to fly,… https://t.co/5x0SIs1FcK","['RDD', 'rdd', 'Reddcoin']",Twitter Web App,False
541,Dre1982,Nederland,Dice player. I like to hunt 9900x ;-) Bitcoin gambler  Follow to enter the giveaways.,2017-11-24 09:33:34,1384.0,3804,35,False,2021-02-10 20:00:49,"Site of the Week - BitDice

🎲Dice
⚽️Sports
🎟️Lottery
🎰Casino

+LossBack, WagerBack, Free Spins and Chests

Play wit… https://t.co/XvC5wRhLlo",,Twitter for Android,False
542,Bitcoin Boy sunny,"Pacific, ocean",Sunny ☀️ Self-taught Pilot 👨‍✈️,2021-01-06 21:08:36,9.0,112,846,False,2021-02-10 20:00:23,The speed @LunoGlobal is using to process Nigeria withdrawal transaction today is alarming!!! Less than 10mins! 🚀🚀🚀… https://t.co/7p36bGeMMt,,Twitter for iPhone,False
543,AllAboutBTC.com,,"Created by @BitcoinJake09
AllAboutBTC is a simple easy place for new people to start!
simple & other interesting bitcoin info also bitcoin apparel #bitcoin #BTC",2018-04-08 13:28:04,99.0,126,1815,False,2021-02-10 20:00:16,"Bitcoin Space Whale, another Artwork done by @BitcoinJake09

Merch available here:
https://t.co/GQdRSCf9qW… https://t.co/v5y2IYgu3U",,Buffer,False
544,Crocobot - Crypto Trading Platform,"Paris, France",Create your own strategy and manage your portfolio on major cryptocurrency exchange to maximize your trading profit with out crypto trading bot.,2020-11-08 23:35:55,23.0,67,11,False,2021-02-10 20:00:12,"Hello! Here are the market info today :)

#Bitcoin Price: $45172.96 (-3.93%)
Bitcoin Dominance: 61.42%
Total Market… https://t.co/HpQMEME9rV",['Bitcoin'],,False
545,Coinstats,Blockchain,Stats every hour of the top 10 crypto currencies,2016-04-30 15:47:58,3508.0,0,0,False,2021-02-10 20:00:08,"Bitcoin - BTC
Price: $45,172.96
Change in 1h: +0.35337214%
Market cap: $841,353,700,158.52
Ranking: 1
#Bitcoin #BTC","['Bitcoin', 'BTC']",CoinStats,False
546,Crypto Trader,,Bot to stream crypto (mostly BTC) info and flag a few traditional TA triggers. BTC/BCC tips: 14pNtiA3KLnAYBXrRtkRcESpVonQd65qqx,2017-09-09 04:26:15,1094.0,161,59,False,2021-02-10 20:00:03,"Bitcoin: $45,204.06
 -3.83% (-$1799.55)
High: $47,500
Low: $43,766
Volume: 715

$BTC #BTC #bitcoin","['BTC', 'bitcoin']",CryptoTradeBot2,False
547,Kur Kaç Oldu?,,"Günlük Döviz Kurları /

Daily Currency Exchange Rates

Eski hesap: 
@kurneoldu",2016-08-14 08:28:42,2158.0,1,3,False,2021-02-10 20:00:03,"⏰ 23:00
₿ Bitcoin = 45.262,4946 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurKacOldu,False
548,Kur Ne Oldu,Turkey,"Günlük Döviz Kurları /

Daily Currency Exchange Rates",2019-02-11 08:43:21,4154.0,76,45,False,2021-02-10 20:00:03,"⏰ 23:00
₿ Bitcoin = 45.262,4946 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurNeOldu,False
549,PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 20:00:02,"Market Id : BTC-AUD
Last Price :58884.51
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :58833.2
Best Ask : 58884.51
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,False
550,ecoinometrics,Hong Kong,Bringing you data and insights on Bitcoin every single day. Subscribe to the newsletter at https://t.co/Q4i93WevDX.,2019-09-30 02:54:49,17504.0,65,2237,False,2021-02-10 20:00:01,"Big Sats Index
Feb. 09, 2021

You can buy a lot of Big Macs for one #Bitcoin:
🍔 Big Mac = 12,177 sats
1 #BTC = 8,21… https://t.co/INOEIMmFxX","['Bitcoin', 'BTC']",Twitter Web App,False
551,Raven,YouTube,"𝐖𝐞𝐥𝐜𝐨𝐦𝐞. 𝗥ⁱˢᵉ 𝗔ᵇᵒᵛᵉ 𝗛ᵃᵗᵉ
Subscribe To Our YouTube Channel
And We Will Subscribe Back To Yours",2012-03-25 00:56:43,207.0,1265,375,False,2021-02-10 19:59:33,"Binance is the #1 crypto trading platform for both beginners and experts!

Sign up here: https://t.co/bSJa7GGYN8… https://t.co/fkNfEoGzQa",,Twitter Web App,False
552,One Perspective,Market Place,"It's all a market of markets.

Past performance of a security or strategy does not guarantee future results or investing success. #Bitcoin",2018-01-09 21:49:45,668.0,1097,6853,False,2021-02-10 19:59:05,"The Crypto Digital Transformation wave is starting...

#Bitcoin #BTC $BTC $GBTC $RIOT $MARA $ETH $ETHE #AAVE #DeFi… https://t.co/qmwv70j3Ao","['Bitcoin', 'BTC', 'AAVE', 'DeFi']",Twitter for Android,False
553,DataPool,,"A Club For Artificial Intelligence 🧮
Tell us which data you need📊
Contact for Twitter Insights🐦",2017-04-04 17:07:54,2807.0,317,160,False,2021-02-10 19:58:11,"Eth Unique Tweet Quantity 

Last 1 Day
#btc #bitcoin #cryptocurrency
More Detail
👉https://t.co/Xk4ZUgg4Uu https://t.co/u7wthw3Gqi","['btc', 'bitcoin', 'cryptocurrency']",datapool.app,False
554,sangue.blu.inked,Cyprus,https://t.co/4e9NnZhYJ9,2014-02-12 15:29:23,846.0,4230,5208,False,2021-02-10 19:58:04,"🤑#BINANCE is the best place to trade #BITCOIN
🥳🥳

1️⃣REGISTER: https://t.co/HdOv4ZHsvb

2️⃣VERIFY ACCOUNT

👇👇… https://t.co/Gq7LcylXfw","['BINANCE', 'BITCOIN']",Twitter Web App,False
555,AK,Somewhere in Western Country,Some ppl spend all their lives trying to be perfect... others are born Pashtuns! Say bye to hatred & find commonalities. Descent from the lost tribes of Israel.,2019-08-21 20:00:17,10.0,1,58,False,2021-02-10 19:56:23,@Reuters There is a huge push back by crappy financial system especially banks on bitcoins. They need to accept thi… https://t.co/5oxp9C7owb,,Twitter for iPhone,False
556,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 19:56:08,Solana and CryptoLocally combine to make SOL token available via P2P trading https://t.co/DvZG1NcKI9 #BTC… https://t.co/7vcFgUDnG7,['BTC'],Twibble.io,False
557,Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 19:55:22,"Look at this super gorgeous chart. SRM 🚀 

#Bitcoin #BTC #DogecoinToTheMoon https://t.co/SNDVaOkZnj","['Bitcoin', 'BTC', 'DogecoinToTheMoon']",Twitter for iPhone,False
558,Patito443,,,2019-11-19 00:52:43,0.0,4,5,False,2021-02-10 19:55:18,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/cs8JzVlZIR,,Twitter for Android,False
559,Rohin Thakrar,,,2018-11-02 11:18:31,44.0,483,326,False,2021-02-10 19:54:48,So further research shows 7 companies with exposure to #BTC #btc with #Tesla the latest. How many other major corpo… https://t.co/jUjqHPGAUa,"['BTC', 'btc', 'Tesla']",Twitter for iPad,False
560,William,,#Bitcoin,2020-06-06 09:54:13,1122.0,1699,32725,False,2021-02-10 19:53:51,@PeterSchiff #Bitcoin will fix the national debt. The Fed just need to aquire #BTC to close the gap.,"['Bitcoin', 'BTC']",Twitter for Android,False
561,John E Deaton,,"Bitcoin; ETH, XRP; Crypto; lawyer; entrepreneur",2018-12-31 21:37:03,10852.0,1034,1084,False,2021-02-10 19:53:18,"If you hate #Bitcoin then ignore this interview. If you are long #Bitcoin but need reassuring to HODL, then the int… https://t.co/PX4Bz1woDc","['Bitcoin', 'Bitcoin']",Twitter for iPhone,False
562,j.o,"Tokyo, Japan🇯🇵",side biz trader & analyst｜https://t.co/uCKS77EsQ0 exclusive member｜#Bitcoin｜#bybit : https://t.co/j5mjX3FdUC,2019-05-10 00:02:23,695.0,157,1689,False,2021-02-10 19:52:03,"#Bitcoin #BTC #XBT
During uptrend in the past, $BTC price has always been 30% price adjustment. For your reference… https://t.co/Z2hFVakuWX","['Bitcoin', 'BTC', 'XBT']",Twitter Web App,False
563,Cryptocurrencies / EUR,,Stay updated on the main cryptocurrencies of the market | @cryptosUSD for USD | Do you miss any coin? ➡️ DMs open,2018-08-03 21:30:08,4052.0,1,9,False,2021-02-10 19:51:59,"🔄 Prices update in $EUR (1 hour):

$BTC   - 37316.2 €  (+0.43 %)
$ETH   - 1438.16 €  (+0.32 %)
$XRP   - 0.41 €    (… https://t.co/ET4sbn75w2",,Cryptocurrencies prices to EUR,False
564,Nizar Tardiff,Edinburgh,"A happy wife! #BTC Holder, and Short Term Crypto Signals Expert.",2020-09-30 18:14:44,1073.0,14,353,False,2021-02-10 19:51:44,"#KNC COIN: SHORT TERM SIGNAL:

Buy within 5mins max: 

Perfect to PURCHASE below 4836

Target1: 4926 Target2: 4956… https://t.co/XVqxOhFhhy",['KNC'],,False
565,CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 19:51:16,"$REEF Rocket is leaving the land for Moon
🚀🚀🚀🚀
#BuyForSky #SoonToMoon
🚀🚀🚀🚀
#btc #Bitcoin #ETH #Ethereum #XRP #Doge… https://t.co/O2Cqe7U2wz","['BuyForSky', 'SoonToMoon', 'btc', 'Bitcoin', 'ETH', 'Ethereum', 'XRP', 'Doge']",Twitter for Android,False
566,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 19:51:05,"🤩$NANO 🤩Buy Signal
▶Pair: NANO/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 4.3832 

#btc #bitcoin… https://t.co/2BTLGwtahs","['btc', 'bitcoin']",Genius Crypto,False
567,Misael Lisboa,Earth,"Blockchain and Crypto Assets Educator
#BITCOIN #ETH - FULL TIME CRYPTO
#bitcoinPAYROLL",2013-07-27 20:18:19,248.0,1418,4404,False,2021-02-10 19:50:58,$DOGE #Bitcoin #BTC Good to know. https://t.co/hLwXVucskq,"['Bitcoin', 'BTC']",Twitter Web App,False
568,CRYPTO LOKi,,#bitcoin   #Crypto TRADER ⚡ #margin #futures #binance #TRADİNG #nft #defi #oracle,2018-06-16 12:45:41,1627.0,240,1848,False,2021-02-10 19:50:57,"🔥🚀UPTADE : $REEF We bought the coin, which has just started to be talked about in the market, long ago.

% 118 PROF… https://t.co/ToONWLdBbs",,Twitter for Android,False
569,President-Elect B.J. Dichter,"Toronto, Ontario",#Bitcoin,2009-01-01 20:46:43,29316.0,1738,4567,False,2021-02-10 19:50:54,"Looks like someone is about to buy $1,000,000,000 of #Bitcoin.  Maybe it’s @RelevantPeter @PeterMcCormack It’s just… https://t.co/qb7jjyazke",['Bitcoin'],Twitter for iPhone,False
570,BittrexPrices,,Scans Bittrex’s main currencies hourly | Also @BinancePrices @KrakenPrices | We are not @BittrexExchange | Business ➡ cryptocurrencies.prices@gmail.com,2018-05-25 20:30:07,3131.0,1,18,False,2021-02-10 19:50:44,"🔄 Prices update in $USDT (1 hour):

$BTC - 45141.54 $      (+0.44 %)
$ETH - 1742.45 $       (+0.52 %)
$XRP - 0.5 $… https://t.co/TcSUlep07m",,Bittrex Prices,False
571,Engineering Robo,,"Hello,
My name is #EngineeringRobo 🤖
The Best Trading Robo Advisor.
A Simple Approach to Successful Trading & Investing 🚀
Get your 7day free trial now!",2013-08-16 19:47:28,2027.0,33,4036,False,2021-02-10 19:50:19,"How to make 16× with EngineeringRobo signals

Thanks @yaydin1453 for your recommendation.
Thanks @el33th4xor for ch… https://t.co/wr3sl2oPdQ",,Twitter for Android,False
572,Cryptounderdogg 🤖,Rekt City,"#Bitcoin
Permanent resident of Crypto Land 🤠
Here to journal my degen moves and connect with likeminded 🦍
Not financial or any advice just my own journey 🤡",2020-02-11 15:10:03,112.0,736,1022,False,2021-02-10 19:49:43,"After taking a good breather, $GNY is set to go back and  break $3 levels and go to $4 🚀💯 

#defi #btc #Bitcoin… https://t.co/jmusAKCR7K","['defi', 'btc', 'Bitcoin']",Twitter Web App,False
573,BTCMANAGER,United Kingdom,"Your home for #Bitcoin, #Blockchain, #Ethereum & #FinTech news & information. Send news tips/PRs/proposals to editor@btcmanager.com.",2015-08-17 15:27:41,40465.0,1710,7083,False,2021-02-10 19:49:30,"Nigerian #Bitcoin Traders Flock to P2P Exchanges Following Ban 

BY: Ogwu Osaemezu Emmanuel… https://t.co/ehKuNsBUHg",['Bitcoin'],btc manager wordpress news,False
574,Clark,tweets are opinions only,"King of Swing trades & ahead of the crowds. 

Money buys freedom... so lets make some money!",2020-09-22 19:32:57,302.0,223,202,False,2021-02-10 19:49:07,"$BTCS pounding the table on #bitcoin #btc severely lagging peer moves on this most recent btc surge, over 50k soon… https://t.co/w0gVb4OZOK","['bitcoin', 'btc']",TweetDeck,False
575,⚡️XRPTwin 🦔 Ⓥ,,"XRP HODLER, Ⓥ AND BITRUE AMBASSADOR",2013-09-20 23:21:32,14331.0,7816,30190,False,2021-02-10 19:48:29,"#bitcoin #btc #crypto #XRPCommunity #xrp #USDT 

HOLY ............ https://t.co/dY1DoFSbWX","['bitcoin', 'btc', 'crypto', 'XRPCommunity', 'xrp', 'USDT']",Twitter for iPhone,False
576,xbt_blvrg,,I trade crypto futures and flip #BTC.,2011-11-09 16:38:56,634.0,192,514,False,2021-02-10 19:47:14,"$BTC cycle repeat graph by @digitalikNet How would you handle if this came true 😅

#BTC #Bitcoin $BTCUSD #crypto… https://t.co/4dy8IvMZAQ","['BTC', 'Bitcoin', 'crypto']",Twitter Web App,False
577,John Perez,"Edinburgh, Scotland","BTC Enthusiast, Investor. Portfolio Manager  //For VIP Telegram access contact me (VIP signals) https://t.co/WxRKhPsYNX",2012-01-19 17:36:30,1154.0,87,364,False,2021-02-10 19:47:11,"3% up since our call, not bad at all #ROSE #ROSEBTC 

#CoinBase #Bitcoin #BTC #cryptocurrency
To Join the party in… https://t.co/O62Rb0Z6uY","['ROSE', 'ROSEBTC', 'CoinBase', 'Bitcoin', 'BTC', 'cryptocurrency']",VIP SIGNLS,False
578,Minik,Machi pichu,miniminicikportöy,2019-12-15 18:54:49,14.0,38,159,False,2021-02-10 19:46:09,"$algo for coming big partnership. Buy dip because this price be dream soon. Buy buy buy investor 
#BTC #Bitcoin 🚀🚀 https://t.co/L7SeoFCIyy","['BTC', 'Bitcoin']",Twitter for Android,False
579,joey,,"🎙️Two Whites And A Blue Podcast


Check it out wherever you get your pods. I save a lot of tweets, don't think about it too much.",2009-04-03 15:25:38,428.0,269,9010,False,2021-02-10 19:45:59,Promising. 4H #btc #Bitcoin https://t.co/XTS298UJDo,"['btc', 'Bitcoin']",Twitter for Android,False
580,Mey Duldulao,- Click The Link Below -,"I live in Honolulu Hawaii with my husband Jomel, my son Jordan and my Mom Theresa. We help parents spend more time with their family and live financially free.",2015-01-01 05:35:03,3714.0,4508,6787,False,2021-02-10 19:45:52,"Bitcoin for Beginners https://t.co/eB4ThHO7fJ
#bitcoins #bitcoin #btc #Bitcoin #Blockchain #blockchaintechnology… https://t.co/mdDFROqGhd","['bitcoins', 'bitcoin', 'btc', 'Bitcoin', 'Blockchain', 'blockchaintechnology']",TweetDeck,False
581,Minik,Machi pichu,miniminicikportöy,2019-12-15 18:54:49,14.0,38,159,False,2021-02-10 19:45:40,"$algo for coming big partnership. Buy dip because this price be dream soon. Buy buy buy investor 
#BTC #Bitcoin","['BTC', 'Bitcoin']",Twitter for Android,False
582,CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 19:45:39,"$Reef i am holding for 1 year...
enjoying and looking at the faces of sellers😂👀

🚀🚀🚀🚀🚀
#Reef @ReefDeFi
#Bitcoin… https://t.co/u4s8cnNz5k","['Reef', 'Bitcoin']",Twitter for Android,False
583,Britt 🌶,"Houston, TX","🌵 HTX | NOLA⚜️  My spicy commentary & millennial pensive. ☕️🐸  Looking to grow my network of like-minded, ambitious individuals.",2014-12-05 12:51:15,206.0,1491,7381,False,2021-02-10 19:45:38,"@DocumentingBTC FIAT FAT CATS! #BTC TO THE MOON. 💎🚀🌙

#Bitcoin #BrittCoin #Crypto","['BTC', 'Bitcoin', 'BrittCoin', 'Crypto']",Twitter Web App,False
584,DeviousWhiskey,United States,30 something retired soldier turning #Bitcoin Maximalist,2017-12-06 19:19:58,210.0,586,2283,False,2021-02-10 19:45:25,"Here's the playbook

- #Bitcoin / Tesla news drops

- Millions of new users pile in 

- Market pumps for a few days… https://t.co/kCvcB9Thfg",['Bitcoin'],Twitter for Android,False
585,CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 19:45:22,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 45216
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
586,CryptoSVET (Official) Ⓥ,,#CryptoNews #Blockchain #CryptoMarket #VeChain #VET #SHAman @Inheriti_com @SafeHavenio #SHA @vechainofficial #VeFam @VulcanVerse @HackenClub #HAI @LunarCrush,2020-08-06 12:26:17,114.0,139,677,False,2021-02-10 19:45:15,"Don’t expect large firms to follow Tesla’s #Bitcoin move, @JPMorgan says https://t.co/wVBTRaPk6c #BTC #bitcoinnews… https://t.co/8bmcwguKMh","['Bitcoin', 'BTC', 'bitcoinnews']",Twitter for iPhone,False
587,One Perspective,Market Place,"It's all a market of markets.

Past performance of a security or strategy does not guarantee future results or investing success. #Bitcoin",2018-01-09 21:49:45,668.0,1097,6853,False,2021-02-10 19:45:04,"If you want to make serious stock market money, this is a great account to follow!! 👇🏼👇🏼

#bitcoin #BTC $RIOT $MARA… https://t.co/XrqcpqdZBl","['bitcoin', 'BTC']",Twitter for Android,False
588,XareP,,Not financial advice: XRP and FLR.,2018-03-28 06:46:59,1281.0,697,54705,False,2021-02-10 19:44:47,"Right on... $XRP is literally 1000x better, 3 sec fast under a penny cheap transaction with the most use cases, par… https://t.co/damb9B6lRm",,Twitter for iPhone,False
589,Blockchain Guardian,,"BTC🚀🌜
Not a financial advice...
TA & NEWS

I'm on Instagram https://t.co/S666deXJus",2019-11-14 10:31:33,77.0,804,908,False,2021-02-10 19:44:27,#twitter #BTC #bitcoin #investing #smartmoney @ Twitter https://t.co/Yb5xWi4ejy,"['twitter', 'BTC', 'bitcoin', 'investing', 'smartmoney']",Instagram,False
590,🇻🇪Esteban Jose Paredes🇺🇸,San Felipe - Venezuela,"🇻Esteban III Halcón De La Familia, Crypto Enthusiast, Lic. En Deportes, Amante De Los Deportes, Madridista X 100pre,Super Fans De La Formula 1🇻",2010-04-11 23:40:47,1098.0,4976,76265,False,2021-02-10 19:43:58,"@1MillionTokens @BlockDownConf Good luck all #Bitcoin #BTC #ETH #Ethereum #Doge #dogecoin #giveaways #crypto
Tg: Es… https://t.co/COK1TBvu7H","['Bitcoin', 'BTC', 'ETH', 'Ethereum', 'Doge', 'dogecoin', 'giveaways', 'crypto']",Twitter Web App,False
591,XareP,,Not financial advice: XRP and FLR.,2018-03-28 06:46:59,1281.0,697,54705,False,2021-02-10 19:43:49,"@Reuters Right on... $XRP is literally 1000x better, 3 sec fast under a penny cheap transaction with the most use c… https://t.co/i8j4inzrWN",,Twitter for iPhone,False
592,John Perez,"Edinburgh, Scotland","BTC Enthusiast, Investor. Portfolio Manager  //For VIP Telegram access contact me (VIP signals) https://t.co/WxRKhPsYNX",2012-01-19 17:36:30,1154.0,87,364,False,2021-02-10 19:43:18,"#ROSE COIN: SHORT TERM SIGNAL:

Buy within 5mins max: 

Perfect to BUY under 231

Target1: 235 Target2: 240

I need… https://t.co/Mj0iVAmlDw",['ROSE'],VIP SIGNLS,False
593,CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 19:42:33,"BULLSEYE ! 🎯🎯🎯

REEF / USDT (Before &amp; after)

#REEFUSDT hit all the targets set by #CryptoParos.🚀

78 % profit in t… https://t.co/H0YCIJqIag","['REEFUSDT', 'CryptoParos']",Twitter Web App,False
